field,age_floor,age_ceiling,sex,n,mean,sd
nasalalalength_l,6,7,3,44,23.92,1.22
nasalheight,6,7,2,23,44.87,3.04
nasalheight,6,7,3,44,45.32,3.48
nasalbdglength,6,7,2,23,36.5,2.63
nasalbdglength,6,7,3,44,36.71,3.42
labfiswidth,6,7,2,23,37.23,2.97
labfiswidth,6,7,3,44,37.57,2.98
philwidth,6,7,2,23,8.94,1.25
philwidth,6,7,3,44,9.09,1.43
phillength,6,7,2,23,12.66,1.95
phillength,6,7,3,44,13.48,2.24
uplipheight,6,7,2,23,18.33,1.96
uplipheight,6,7,3,44,18.72,2.06
lowlipheight,6,7,2,23,15.05,2.44
lowlipheight,6,7,3,44,15.21,2.27
upvermheight,6,7,2,23,7.08,1.52
upvermheight,6,7,3,44,6.72,1.64
lowvermheight,6,7,2,23,6.99,2.38
lowvermheight,6,7,3,44,6.56,2.43
cutlowlipheight,6,7,2,23,8.79,1.84
cutlowlipheight,6,7,3,44,9.4,1.89
maxcranwidth,6,7,1,20,141.65,4.74
minfrntwidth,6,7,1,20,96,8.12
maxfacewidth,6,7,1,20,117.9,5.32
mandwidth,6,7,1,19,86.84,4.03
maxcranlength,6,7,1,20,178.55,6.01
cranbasewidth,6,7,1,20,129.51,3.49
upfacedepth_r,6,7,1,20,109.45,4.08
upfacedepth_l,6,7,1,20,108.6,4.15
midfacedepth_r,6,7,1,20,110.98,3.85
midfacedepth_l,6,7,1,20,110.03,3.82
lowfacedepth_r,6,7,1,19,119.77,4.11
lowfacedepth_l,6,7,1,19,119.09,3.98
morphfaceheight,6,7,1,20,102.96,5.42
upfaceheight,6,7,1,21,64.25,4.16
lowfaceheight,6,7,1,20,59.6,4.26
incanthwidth,6,7,1,21,30.04,2.04
outcanthwidth,6,7,1,20,78.47,3.43
palpfislength_r,6,7,1,21,24.75,1.22
palpfislength_l,6,7,1,20,24.8,1.35
nasalwidth,6,7,1,21,28.55,1.86
subnasalwidth,6,7,1,21,16.2,2.11
nasalpro,6,7,1,21,15.5,1.3
nasalalalength_r,6,7,1,21,24.15,1.15
nasalalalength_l,6,7,1,21,24.01,1.09
nasalheight,6,7,1,21,45.81,3.92
nasalbdglength,6,7,1,21,36.94,4.17
labfiswidth,6,7,1,21,37.94,3.01
philwidth,6,7,1,21,9.25,1.62
phillength,6,7,1,21,14.37,2.23
uplipheight,6,7,1,21,19.15,2.12
lowlipheight,6,7,1,21,15.38,2.12
upvermheight,6,7,1,21,6.33,1.71
lowvermheight,6,7,1,21,6.1,2.47
cutlowlipheight,6,7,1,21,10.08,1.74
maxcranwidth,7,8,1,22,144.41,5.1
maxcranwidth,7,8,3,32,143.66,5.53
minfrntwidth,7,8,1,22,99.91,7.61
minfrntwidth,7,8,3,32,99.34,8.07
maxfacewidth,7,8,1,22,119.45,6.52
maxfacewidth,7,8,3,31,118.87,6.71
mandwidth,7,8,1,22,87.68,6.83
mandwidth,7,8,3,31,86.55,6.47
maxcranlength,7,8,1,22,179.36,10.43
maxcranlength,7,8,3,32,178.19,9.09
cranbasewidth,7,8,1,27,131.1,4.88
cranbasewidth,7,8,3,39,130.16,4.65
upfacedepth_r,7,8,1,27,109.3,5.5
upfacedepth_r,7,8,3,40,108.48,5.23
upfacedepth_l,7,8,1,27,108.52,6.34
upfacedepth_l,7,8,3,40,108.44,5.82
midfacedepth_r,7,8,1,27,111.91,5.27
midfacedepth_r,7,8,3,40,110.99,4.8
midfacedepth_l,7,8,1,27,111.13,5.49
midfacedepth_l,7,8,3,40,111.1,5.01
lowfacedepth_r,7,8,1,27,120.57,5.58
lowfacedepth_r,7,8,3,39,119.7,5.29
lowfacedepth_l,7,8,1,27,120.12,5.36
lowfacedepth_l,7,8,3,38,119.91,4.99
morphfaceheight,7,8,1,27,101.8,4.94
morphfaceheight,7,8,3,39,101.01,4.46
upfaceheight,7,8,1,27,62.89,4.22
upfaceheight,7,8,3,41,62.59,3.94
lowfaceheight,7,8,1,27,59.55,4.1
lowfaceheight,7,8,3,39,58.96,4.02
incanthwidth,7,8,1,27,29.67,2.46
incanthwidth,7,8,3,41,29.87,2.26
outcanthwidth,7,8,1,27,80.02,3.54
outcanthwidth,7,8,3,40,80.12,3.73
palpfislength_r,7,8,1,27,25.99,2.25
palpfislength_r,7,8,3,40,26.06,2.13
palpfislength_l,7,8,1,27,25.86,1.95
palpfislength_l,7,8,3,40,25.73,1.88
nasalwidth,7,8,1,27,29.2,2.29
nasalwidth,7,8,3,41,28.77,2.19
subnasalwidth,7,8,1,27,16.35,2.37
subnasalwidth,7,8,3,41,16,2.28
nasalpro,7,8,1,27,15.19,1.02
nasalpro,7,8,3,41,15.13,1.05
nasalalalength_r,7,8,1,27,24.79,1.52
nasalalalength_r,7,8,3,41,24.37,1.59
nasalalalength_l,7,8,1,27,24.97,1.7
nasalalalength_l,7,8,3,41,24.6,1.64
nasalheight,7,8,1,27,45.2,3.45
nasalheight,7,8,3,41,45.07,3.42
nasalbdglength,7,8,1,27,37.36,2.97
nasalbdglength,7,8,3,41,37.14,3.1
labfiswidth,7,8,1,27,39.03,4.65
labfiswidth,7,8,3,41,38.97,3.9
philwidth,7,8,1,27,9.92,1.42
philwidth,7,8,3,41,9.54,1.44
phillength,7,8,1,27,13.21,1.85
phillength,7,8,3,41,13.09,1.86
uplipheight,7,8,1,27,18.36,1.91
uplipheight,7,8,3,41,18.21,1.93
lowlipheight,7,8,1,27,15.02,2.79
lowlipheight,7,8,3,41,14.93,2.44
upvermheight,7,8,1,27,6.7,1.43
upvermheight,7,8,3,41,6.64,1.32
lowvermheight,7,8,1,27,7.39,2.45
lowvermheight,7,8,3,41,7.18,2.31
cutlowlipheight,7,8,1,27,8.71,1.78
cutlowlipheight,7,8,3,41,8.82,1.81
maxcranwidth,7,8,2,10,142,6.36
minfrntwidth,7,8,2,10,98.1,9.3
maxfacewidth,7,8,2,9,117.44,7.35
mandwidth,7,8,2,9,83.78,4.74
maxcranlength,7,8,2,10,175.6,4.45
cranbasewidth,7,8,2,12,128.05,3.38
upfacedepth_r,7,8,2,13,106.77,4.33
upfacedepth_l,7,8,2,13,108.26,4.78
midfacedepth_r,7,8,2,13,109.09,3
midfacedepth_l,7,8,2,13,111.04,4.03
lowfacedepth_r,7,8,2,12,117.75,4.14
lowfacedepth_l,7,8,2,11,119.4,4.1
morphfaceheight,7,8,2,12,99.24,2.43
upfaceheight,7,8,2,14,62.03,3.4
lowfaceheight,7,8,2,12,57.62,3.63
incanthwidth,7,8,2,14,30.26,1.82
outcanthwidth,7,8,2,13,80.32,4.24
palpfislength_r,7,8,2,13,26.2,1.93
palpfislength_l,7,8,2,13,25.44,1.78
nasalwidth,7,8,2,14,27.96,1.77
subnasalwidth,7,8,2,14,15.32,2.02
nasalpro,7,8,2,14,15.02,1.15
nasalalalength_r,7,8,2,14,23.56,1.45
nasalalalength_l,7,8,2,14,23.87,1.29
nasalheight,7,8,2,14,44.83,3.46
nasalbdglength,7,8,2,14,36.72,3.42
labfiswidth,7,8,2,14,38.87,1.84
philwidth,7,8,2,14,8.82,1.23
phillength,7,8,2,14,12.87,1.94
uplipheight,7,8,2,14,17.92,2.02
lowlipheight,7,8,2,14,14.76,1.66
upvermheight,7,8,2,14,6.51,1.1
lowvermheight,7,8,2,14,6.75,2.05
cutlowlipheight,7,8,2,14,9.04,1.9
maxcranwidth,8,9,2,13,139.85,5.23
maxcranwidth,8,9,3,32,144.34,6.09
minfrntwidth,8,9,2,13,96.62,7.98
minfrntwidth,8,9,3,32,99.47,8.2
maxfacewidth,8,9,2,13,119.54,6.21
maxfacewidth,8,9,3,32,121.75,5.75
mandwidth,8,9,2,13,87.38,6.19
mandwidth,8,9,3,32,88.22,5.86
maxcranlength,8,9,2,12,175.33,4.31
maxcranlength,8,9,3,30,178.47,8.22
cranbasewidth,8,9,2,16,127.9,5.58
cranbasewidth,8,9,3,36,132.16,6.45
upfacedepth_r,8,9,2,16,107.65,4.51
upfacedepth_r,8,9,3,36,110.48,4.59
upfacedepth_l,8,9,2,16,107.53,4.02
upfacedepth_l,8,9,3,36,109.81,4.54
midfacedepth_r,8,9,2,16,111.36,4.25
midfacedepth_r,8,9,3,36,113.96,4.52
midfacedepth_l,8,9,2,16,111.35,4.21
midfacedepth_l,8,9,3,36,113.29,4.27
lowfacedepth_r,8,9,2,16,120.62,5.23
lowfacedepth_r,8,9,3,36,123.22,5.98
lowfacedepth_l,8,9,2,16,120.91,5.26
lowfacedepth_l,8,9,3,36,122.75,5.84
morphfaceheight,8,9,2,16,101.56,3.29
morphfaceheight,8,9,3,36,104.17,5.76
upfaceheight,8,9,2,16,63.69,2.39
upfaceheight,8,9,3,36,64.86,4.41
lowfaceheight,8,9,2,16,58.19,4.27
lowfaceheight,8,9,3,36,60.38,4.63
incanthwidth,8,9,2,16,29.65,2.54
incanthwidth,8,9,3,36,30.61,3.17
outcanthwidth,8,9,2,16,77.74,3.4
outcanthwidth,8,9,3,36,79.91,3.93
palpfislength_r,8,9,2,16,24.93,1.71
palpfislength_r,8,9,3,36,25.43,1.65
palpfislength_l,8,9,2,16,24.49,1.6
palpfislength_l,8,9,3,36,25.23,1.71
nasalwidth,8,9,2,16,28.7,1.95
nasalwidth,8,9,3,36,29.7,2.09
subnasalwidth,8,9,2,16,15.58,2.14
subnasalwidth,8,9,3,36,16.12,2.51
nasalpro,8,9,2,16,16.08,0.97
nasalpro,8,9,3,36,16.19,1.36
nasalalalength_r,8,9,2,16,24.91,0.89
nasalalalength_r,8,9,3,36,25.62,1.39
nasalalalength_l,8,9,2,16,25.31,0.88
nasalalalength_l,8,9,3,36,25.8,1.31
nasalheight,8,9,2,16,46.32,1.98
nasalheight,8,9,3,36,46.91,3.7
nasalbdglength,8,9,2,16,38.66,1.9
nasalbdglength,8,9,3,36,38.73,2.88
labfiswidth,8,9,2,16,39.72,3.77
labfiswidth,8,9,3,36,39.83,3.22
philwidth,8,9,2,16,9.81,1.49
philwidth,8,9,3,36,10.17,1.65
phillength,8,9,2,16,12.56,1.76
phillength,8,9,3,36,13.32,1.97
uplipheight,8,9,2,16,18.1,2.03
uplipheight,8,9,3,36,18.8,2.19
lowlipheight,8,9,2,16,16.15,1.75
lowlipheight,8,9,3,36,16.32,1.93
upvermheight,8,9,2,16,6.83,1.45
upvermheight,8,9,3,36,7.08,1.66
lowvermheight,8,9,2,16,7.77,1.72
lowvermheight,8,9,3,36,7.56,1.75
cutlowlipheight,8,9,2,16,9.79,1.51
cutlowlipheight,8,9,3,36,10.14,1.82
maxcranwidth,8,9,1,19,147.42,4.6
minfrntwidth,8,9,1,19,101.42,7.96
maxfacewidth,8,9,1,19,123.26,5.02
mandwidth,8,9,1,19,88.79,5.73
maxcranlength,8,9,1,18,180.56,9.58
cranbasewidth,8,9,1,20,135.57,4.95
upfacedepth_r,8,9,1,20,112.75,3.24
upfacedepth_l,8,9,1,20,111.64,4.16
midfacedepth_r,8,9,1,20,116.04,3.62
midfacedepth_l,8,9,1,20,114.84,3.74
lowfacedepth_r,8,9,1,20,125.31,5.83
lowfacedepth_l,8,9,1,20,124.23,5.99
morphfaceheight,8,9,1,20,106.25,6.5
upfaceheight,8,9,1,20,65.8,5.41
lowfaceheight,8,9,1,20,62.12,4.21
incanthwidth,8,9,1,20,31.38,3.47
outcanthwidth,8,9,1,20,81.65,3.49
palpfislength_r,8,9,1,20,25.82,1.53
palpfislength_l,8,9,1,20,25.81,1.61
nasalwidth,8,9,1,20,30.5,1.88
subnasalwidth,8,9,1,20,16.54,2.74
nasalpro,8,9,1,20,16.28,1.62
nasalalalength_r,8,9,1,20,26.19,1.47
nasalalalength_l,8,9,1,20,26.2,1.47
nasalheight,8,9,1,20,47.38,4.65
nasalbdglength,8,9,1,20,38.79,3.53
labfiswidth,8,9,1,20,39.92,2.8
philwidth,8,9,1,20,10.45,1.75
phillength,8,9,1,20,13.93,1.96
uplipheight,8,9,1,20,19.36,2.21
lowlipheight,8,9,1,20,16.47,2.1
upvermheight,8,9,1,20,7.28,1.83
lowvermheight,8,9,1,20,7.39,1.79
cutlowlipheight,8,9,1,20,10.42,2.03
maxcranwidth,9,10,2,21,143,6.82
maxcranwidth,9,10,3,37,145.05,7.47
minfrntwidth,9,10,2,21,102.95,7.9
minfrntwidth,9,10,3,37,103.62,7.56
maxfacewidth,9,10,2,20,123.05,6.86
maxfacewidth,9,10,3,34,124.24,7.66
mandwidth,9,10,2,18,88.78,6.36
mandwidth,9,10,3,32,90.06,6.24
maxcranlength,9,10,2,21,177.48,5.97
maxcranlength,9,10,3,36,179.78,6.6
cranbasewidth,9,10,2,24,133.02,5.32
cranbasewidth,9,10,3,40,135.01,6.46
upfacedepth_r,9,10,2,24,111.33,5.08
upfacedepth_r,9,10,3,40,112.43,5.26
upfacedepth_l,9,10,2,24,110.41,4.24
upfacedepth_l,9,10,3,40,111.66,4.55
midfacedepth_r,9,10,2,24,114.97,5.59
midfacedepth_r,9,10,3,40,115.99,5.64
midfacedepth_l,9,10,2,24,114.36,5.15
midfacedepth_l,9,10,3,40,115.42,5.14
lowfacedepth_r,9,10,2,24,124.27,5.13
lowfacedepth_r,9,10,3,40,125.96,6.21
lowfacedepth_l,9,10,2,24,124.33,5.24
lowfacedepth_l,9,10,3,40,125.54,5.75
morphfaceheight,9,10,2,24,105.46,4.87
morphfaceheight,9,10,3,41,106.3,5.71
upfaceheight,9,10,2,24,66.04,3.81
upfaceheight,9,10,3,41,66.19,4.17
lowfaceheight,9,10,2,24,60.84,3.61
lowfaceheight,9,10,3,41,61.81,4.12
incanthwidth,9,10,2,24,30.79,2.58
incanthwidth,9,10,3,41,31.27,2.77
outcanthwidth,9,10,2,24,81.02,3.2
outcanthwidth,9,10,3,40,82.02,3.78
palpfislength_r,9,10,2,24,25.93,1.67
palpfislength_r,9,10,3,40,26.18,1.61
palpfislength_l,9,10,2,24,25.87,1.16
palpfislength_l,9,10,3,40,26.01,1.32
nasalwidth,9,10,2,24,29.12,2.03
nasalwidth,9,10,3,41,29.69,2.01
subnasalwidth,9,10,2,24,15.38,2.24
subnasalwidth,9,10,3,41,16,2.26
nasalpro,9,10,2,24,15.97,1.48
nasalpro,9,10,3,41,16.23,1.57
nasalalalength_r,9,10,2,24,25.19,1.61
nasalalalength_r,9,10,3,41,25.71,1.69
nasalalalength_l,9,10,2,24,25.23,1.42
nasalalalength_l,9,10,3,41,25.77,1.77
nasalheight,9,10,2,24,47.83,2.95
nasalheight,9,10,3,41,47.65,3.42
nasalbdglength,9,10,2,24,39.45,3.46
nasalbdglength,9,10,3,41,39.49,3.49
labfiswidth,9,10,2,24,40.73,3.19
labfiswidth,9,10,3,41,41.86,4.27
philwidth,9,10,2,24,9.55,1.33
philwidth,9,10,3,41,10.05,1.67
phillength,9,10,2,24,13.65,1.95
phillength,9,10,3,41,13.88,1.74
uplipheight,9,10,2,24,19.01,2.1
uplipheight,9,10,3,41,19.29,1.93
lowlipheight,9,10,2,24,16.65,2.02
lowlipheight,9,10,3,41,16.4,1.92
upvermheight,9,10,2,24,6.75,1.18
upvermheight,9,10,3,41,6.71,1.2
lowvermheight,9,10,2,24,7.46,1.67
lowvermheight,9,10,3,41,7.69,1.85
cutlowlipheight,9,10,2,24,10.44,1.99
cutlowlipheight,9,10,3,41,10.06,2.09
maxcranwidth,9,10,1,16,147.75,7.63
minfrntwidth,9,10,1,16,104.5,7.26
maxfacewidth,9,10,1,14,125.93,8.64
maxcranlength,9,10,1,15,183,6.24
morphfaceheight,9,10,1,17,107.49,6.7
upfaceheight,9,10,1,17,66.4,4.76
lowfaceheight,9,10,1,17,63.18,4.51
incanthwidth,9,10,1,17,31.95,2.98
outcanthwidth,9,10,1,16,83.52,4.18
palpfislength_r,9,10,1,16,26.56,1.5
palpfislength_l,9,10,1,16,26.22,1.54
nasalwidth,9,10,1,17,30.5,1.73
subnasalwidth,9,10,1,17,16.88,2.03
nasalpro,9,10,1,17,16.6,1.67
nasalalalength_r,9,10,1,17,26.44,1.58
nasalalalength_l,9,10,1,17,26.52,1.98
nasalheight,9,10,1,17,47.39,4.08
nasalbdglength,9,10,1,17,39.54,3.65
labfiswidth,9,10,1,17,43.45,5.12
philwidth,9,10,1,17,10.77,1.86
phillength,9,10,1,17,14.2,1.37
uplipheight,9,10,1,17,19.69,1.64
lowlipheight,9,10,1,17,16.06,1.78
upvermheight,9,10,1,17,6.67,1.26
lowvermheight,9,10,1,17,8.02,2.09
cutlowlipheight,9,10,1,17,9.52,2.17
mandwidth,9,10,1,14,91.71,5.9
cranbasewidth,9,10,1,16,137.98,7.03
upfacedepth_r,9,10,1,16,114.09,5.25
upfacedepth_l,9,10,1,16,113.55,4.47
midfacedepth_r,9,10,1,16,117.52,5.52
midfacedepth_l,9,10,1,16,117.01,4.85
lowfacedepth_r,9,10,1,16,128.5,6.97
lowfacedepth_l,9,10,1,16,127.35,6.17
maxcranwidth,10,11,2,18,141.44,5.38
maxcranwidth,10,11,3,35,142.51,5.62
minfrntwidth,10,11,2,18,103.72,6.82
minfrntwidth,10,11,3,35,105.6,7.78
maxfacewidth,10,11,2,18,122.44,5.41
maxfacewidth,10,11,3,35,123.43,4.58
mandwidth,10,11,2,18,88.78,6.46
mandwidth,10,11,3,35,89.94,5.51
maxcranlength,10,11,2,18,175.61,7.56
maxcranlength,10,11,3,35,180.8,9.04
cranbasewidth,10,11,2,17,132.09,4.39
cranbasewidth,10,11,3,35,134.6,4.79
upfacedepth_r,10,11,2,18,111.59,4.05
upfacedepth_r,10,11,3,36,113.87,4.9
upfacedepth_l,10,11,2,17,110.04,4.01
upfacedepth_l,10,11,3,35,113.16,5.19
midfacedepth_r,10,11,2,18,116.1,3.19
midfacedepth_r,10,11,3,36,117.63,3.79
midfacedepth_l,10,11,2,17,114.28,3.22
midfacedepth_l,10,11,3,35,116.75,4.1
lowfacedepth_r,10,11,2,18,126.36,4.82
lowfacedepth_r,10,11,3,36,127.66,5
lowfacedepth_l,10,11,2,17,124.74,4.48
lowfacedepth_l,10,11,3,35,127.07,5.02
morphfaceheight,10,11,2,18,105.74,5.8
morphfaceheight,10,11,3,36,107.82,6.02
upfaceheight,10,11,2,18,65.92,2.66
upfaceheight,10,11,3,36,67.93,3.86
lowfaceheight,10,11,2,18,60.38,3.96
lowfaceheight,10,11,3,36,61.62,4.6
incanthwidth,10,11,2,18,31.51,1.98
incanthwidth,10,11,3,36,31.43,2.28
outcanthwidth,10,11,2,18,81.1,3
outcanthwidth,10,11,3,35,82.57,3.65
palpfislength_r,10,11,2,18,25.55,1.18
palpfislength_r,10,11,3,35,26.31,1.66
palpfislength_l,10,11,2,18,25.17,1.29
palpfislength_l,10,11,3,35,26.03,2.02
nasalwidth,10,11,2,18,30.8,2.58
nasalwidth,10,11,3,36,30.83,2.3
subnasalwidth,10,11,2,18,17.53,1.71
subnasalwidth,10,11,3,36,17.23,1.88
nasalpro,10,11,2,18,16.89,1.31
nasalpro,10,11,3,36,17.08,1.63
nasalalalength_r,10,11,2,18,26.83,1.33
nasalalalength_r,10,11,3,36,27.1,1.52
nasalalalength_l,10,11,2,18,26.56,1.42
nasalalalength_l,10,11,3,36,26.89,1.54
nasalheight,10,11,2,18,48.39,2.58
nasalheight,10,11,3,36,49.19,3.43
nasalbdglength,10,11,2,18,40.35,2.3
nasalbdglength,10,11,3,36,40.64,3.21
labfiswidth,10,11,2,18,42.5,4.01
labfiswidth,10,11,3,36,42.68,3.51
philwidth,10,11,2,18,10.34,1.74
philwidth,10,11,3,36,10.53,1.48
phillength,10,11,2,18,12.62,1.87
phillength,10,11,3,36,13.67,2.07
uplipheight,10,11,2,18,18.11,1.57
uplipheight,10,11,3,36,19.38,2.15
lowlipheight,10,11,2,18,16.29,2.48
lowlipheight,10,11,3,36,16.12,2.08
upvermheight,10,11,2,18,7.07,0.85
upvermheight,10,11,3,36,7.37,1.16
lowvermheight,10,11,2,18,8.06,1.9
lowvermheight,10,11,3,36,7.94,2.05
cutlowlipheight,10,11,2,18,9.67,2.36
cutlowlipheight,10,11,3,36,9.7,2
maxcranwidth,10,11,1,17,143.65,5.8
minfrntwidth,10,11,1,17,107.59,8.44
maxfacewidth,10,11,1,17,124.47,3.34
mandwidth,10,11,1,17,91.18,4.14
maxcranlength,10,11,1,17,186.29,7.12
cranbasewidth,10,11,1,18,136.98,3.93
upfacedepth_r,10,11,1,18,116.15,4.69
upfacedepth_l,10,11,1,18,116.11,4.43
midfacedepth_r,10,11,1,18,119.17,3.8
midfacedepth_l,10,11,1,18,119.08,3.47
lowfacedepth_r,10,11,1,18,128.96,4.97
lowfacedepth_l,10,11,1,18,129.28,4.58
morphfaceheight,10,11,1,18,109.9,5.63
upfaceheight,10,11,1,18,69.94,3.87
lowfaceheight,10,11,1,18,62.86,4.97
incanthwidth,10,11,1,18,31.35,2.6
outcanthwidth,10,11,1,17,84.12,3.71
palpfislength_r,10,11,1,17,27.11,1.75
palpfislength_l,10,11,1,17,26.95,2.26
nasalwidth,10,11,1,18,30.86,2.06
subnasalwidth,10,11,1,18,16.93,2.04
nasalpro,10,11,1,18,17.27,1.92
nasalalalength_r,10,11,1,18,27.37,1.69
nasalalalength_l,10,11,1,18,27.23,1.63
nasalheight,10,11,1,18,49.98,4.02
nasalbdglength,10,11,1,18,40.94,3.97
labfiswidth,10,11,1,18,42.86,3.03
philwidth,10,11,1,18,10.71,1.19
phillength,10,11,1,18,14.72,1.72
uplipheight,10,11,1,18,20.64,1.92
lowlipheight,10,11,1,18,15.95,1.64
upvermheight,10,11,1,18,7.67,1.37
lowvermheight,10,11,1,18,7.81,2.23
cutlowlipheight,10,11,1,18,9.73,1.62
maxcranwidth,11,12,2,20,144.05,5.84
maxcranwidth,11,12,3,41,146.24,6.01
minfrntwidth,11,12,2,20,108.05,8.24
minfrntwidth,11,12,3,41,107.17,9.2
maxfacewidth,11,12,2,20,124.6,6.63
maxfacewidth,11,12,3,41,127.76,6.99
mandwidth,11,12,2,18,93.83,6.16
mandwidth,11,12,3,38,95.32,5.97
maxcranlength,11,12,2,20,179.15,5.66
maxcranlength,11,12,3,41,182.2,6.6
cranbasewidth,11,12,2,22,135.8,7.59
cranbasewidth,11,12,3,45,138.52,6.69
upfacedepth_r,11,12,2,22,113.28,5.53
upfacedepth_r,11,12,3,45,115.45,5.84
upfacedepth_l,11,12,2,22,112.23,4.95
upfacedepth_l,11,12,3,45,114.14,5.05
midfacedepth_r,11,12,2,22,118.19,6.49
midfacedepth_r,11,12,3,45,120.17,6.16
midfacedepth_l,11,12,2,22,117.08,5.33
midfacedepth_l,11,12,3,45,118.78,4.94
lowfacedepth_r,11,12,2,22,130.58,8.26
lowfacedepth_r,11,12,3,45,132.33,7.82
lowfacedepth_l,11,12,2,22,129.91,8.06
lowfacedepth_l,11,12,3,45,131.49,7.23
morphfaceheight,11,12,2,22,109.05,5.28
morphfaceheight,11,12,3,45,109.85,6.05
upfaceheight,11,12,2,22,67.83,3.84
upfaceheight,11,12,3,45,68.17,4.37
lowfaceheight,11,12,2,22,62.19,4.49
lowfaceheight,11,12,3,45,62.73,4.64
incanthwidth,11,12,2,22,30.92,2.44
incanthwidth,11,12,3,45,31.44,2.71
outcanthwidth,11,12,2,21,83.33,4.59
outcanthwidth,11,12,3,44,84.05,4.91
palpfislength_r,11,12,2,21,26.97,1.82
palpfislength_r,11,12,3,44,27.25,2.03
palpfislength_l,11,12,2,21,26.81,2.05
palpfislength_l,11,12,3,44,26.74,2.01
nasalwidth,11,12,2,22,30.74,2.91
nasalwidth,11,12,3,45,30.99,2.6
subnasalwidth,11,12,2,22,15.84,2.16
subnasalwidth,11,12,3,45,16.72,2.17
nasalpro,11,12,2,22,17.58,1.77
nasalpro,11,12,3,45,17.75,1.53
nasalalalength_r,11,12,2,22,27.89,2.04
nasalalalength_r,11,12,3,45,27.93,2.05
nasalalalength_l,11,12,2,22,27.94,1.9
nasalalalength_l,11,12,3,45,27.96,2.03
nasalheight,11,12,2,22,49.78,4.06
nasalheight,11,12,3,45,50.05,4.05
nasalbdglength,11,12,2,22,41.84,3.86
nasalbdglength,11,12,3,45,41.58,4.04
labfiswidth,11,12,2,22,41.97,4.7
labfiswidth,11,12,3,45,42.69,4.52
philwidth,11,12,2,22,10.24,1.43
philwidth,11,12,3,45,10.68,1.39
phillength,11,12,2,22,12.88,1.97
phillength,11,12,3,45,13.09,2.24
uplipheight,11,12,2,22,19.12,1.85
uplipheight,11,12,3,45,19.02,2.03
lowlipheight,11,12,2,22,15.64,1.72
lowlipheight,11,12,3,45,16.18,2.51
upvermheight,11,12,2,22,7.96,1.71
upvermheight,11,12,3,45,7.54,1.6
lowvermheight,11,12,2,22,7.98,1.42
lowvermheight,11,12,3,45,8.35,2.54
cutlowlipheight,11,12,2,22,9.2,1.89
cutlowlipheight,11,12,3,45,9.38,1.69
maxcranwidth,11,12,1,21,148.33,5.52
minfrntwidth,11,12,1,21,106.33,10.16
maxfacewidth,11,12,1,21,130.76,6.05
mandwidth,11,12,1,20,96.65,5.62
maxcranlength,11,12,1,21,185.1,6.22
cranbasewidth,11,12,1,23,141.13,4.46
upfacedepth_r,11,12,1,23,117.53,5.46
upfacedepth_l,11,12,1,23,115.98,4.52
midfacedepth_r,11,12,1,23,122.07,5.29
midfacedepth_l,11,12,1,23,120.4,4.01
lowfacedepth_r,11,12,1,23,134,7.17
lowfacedepth_l,11,12,1,23,133,6.14
morphfaceheight,11,12,1,23,110.62,6.73
upfaceheight,11,12,1,23,68.5,4.9
lowfaceheight,11,12,1,23,63.24,4.82
incanthwidth,11,12,1,23,31.94,2.91
outcanthwidth,11,12,1,23,84.71,5.19
palpfislength_r,11,12,1,23,27.51,2.21
palpfislength_l,11,12,1,23,26.67,2.02
nasalwidth,11,12,1,23,31.23,2.32
subnasalwidth,11,12,1,23,17.56,1.85
nasalpro,11,12,1,23,17.92,1.28
nasalalalength_r,11,12,1,23,27.96,2.11
nasalalalength_l,11,12,1,23,27.98,2.2
nasalheight,11,12,1,23,50.32,4.1
nasalbdglength,11,12,1,23,41.32,4.27
labfiswidth,11,12,1,23,43.38,4.34
philwidth,11,12,1,23,11.11,1.23
phillength,11,12,1,23,13.29,2.5
uplipheight,11,12,1,23,18.93,2.22
lowlipheight,11,12,1,23,16.7,3.04
upvermheight,11,12,1,23,7.13,1.42
lowvermheight,11,12,1,23,8.71,3.28
cutlowlipheight,11,12,1,23,9.56,1.48
maxcranwidth,12,13,1,21,149.29,8
maxcranwidth,12,13,3,41,146.59,7.91
minfrntwidth,12,13,1,21,106.95,8.25
minfrntwidth,12,13,3,41,105.85,8.49
maxfacewidth,12,13,1,21,130.57,8.65
maxfacewidth,12,13,3,39,128.82,7.67
mandwidth,12,13,1,19,98.05,6.56
mandwidth,12,13,3,38,95.03,7.42
maxcranlength,12,13,1,19,188.58,8.09
maxcranlength,12,13,3,37,186.38,8.11
cranbasewidth,12,13,1,22,142.03,7.2
cranbasewidth,12,13,3,46,139.16,7.5
upfacedepth_r,12,13,1,24,118.61,4.99
upfacedepth_r,12,13,3,48,117.01,5.08
upfacedepth_l,12,13,1,22,118.98,5.13
upfacedepth_l,12,13,3,46,116.81,5.55
midfacedepth_r,12,13,1,24,123.81,5.48
midfacedepth_r,12,13,3,48,122.03,5.76
midfacedepth_l,12,13,1,22,123.94,5.46
midfacedepth_l,12,13,3,46,121.8,5.92
lowfacedepth_r,12,13,1,24,136.57,6.51
lowfacedepth_r,12,13,3,48,134.77,7.46
lowfacedepth_l,12,13,1,22,136.59,6.73
lowfacedepth_l,12,13,3,46,134.78,7.71
morphfaceheight,12,13,1,24,113.82,5.39
morphfaceheight,12,13,3,48,113.56,5.99
upfaceheight,12,13,1,24,71.52,3.92
